County,LAT,LON,Event,date,Place,Deaths†,Injured†,Missing†,Houses Destroyed†,Houses Damaged†,Victims†,Affected†,Relocated†,Evacuated†,Damages in crops Ha.†,Comments
NAKURU,-0.496574384,36.23514144,FLOOD,3/20/2011,Kiambogo trading centre,1,,,,,,,,,,
NAKURU,-0.496574384,36.23514144,FLOOD,5/13/2012,NGONDI TRADING CENTRE,1,,,,,,,,,,
NAKURU,-0.496574384,36.23514144,DROUGHT,1/3/2011,,,,,,,,,,,,
NAKURU,-0.481334031,36.01692448,DROUGHT,4/25/2009,Pwani Village,,,,,,,,,,,
NAKURU,-0.481334031,36.01692448,DROUGHT,4/25/2009,Kapyemit Village,,,,,,,,,,,
SIAYA,-0.477669085,34.32483693,FLOOD,5/15/2002,,3,,,,,,,,,,
SIAYA,-0.477669085,34.32483693,FLOOD,4/1/2010,Nyang'oma,,,,,,,,,,,4 roads and a bridge destroyed
SIAYA,-0.477669085,34.32483693,DROUGHT,1/3/2011,,,,,,,,,,,,
SIAYA,-0.477669085,34.32483693,FLOOD,7/9/2003,,,,,,,,,,,4000,
HOMA BAY,-0.477669085,34.32483693,FLOOD,1/3/2012,,,,,,,,,,,,
GARISSA,-0.461586819,39.75534704,FLOOD,4/18/2013,Garissa,,,,,,,32000,,10,,"65 farms were marooned by floods, 10 people were rescued by a helicopter."
GARISSA,-0.461586819,39.75534704,EPIDEMIC,2/23/2010,Garissa,,,,,,,4,,,,
GARISSA,-0.461586819,39.75534704,EPIDEMIC,1/1/2009,Garissa,1,,,,,,,,,,Incidences of cholera were reported as from January to June 2009
GARISSA,-0.461586819,39.75534704,DROUGHT,9/3/2011,,,,,,,,,,,,
GARISSA,-0.461586819,39.75534704,DROUGHT,1/8/2009,Garissa,,,,,,,,,,,
NYERI,-0.451222501,36.93707257,DROUGHT,4/3/2011,,,,,,,,23496,,,,
NYERI,-0.451222501,36.93707257,DROUGHT,1/8/2009,,,,,,,,,,,,
NYERI,-0.451121702,36.75564013,DROUGHT,8/3/2010,,,,,,,,62304,,,,
NYERI,-0.451121702,36.75564013,DROUGHT,1/3/2011,,,,,,,,16015,,,,
NYERI,-0.451121702,36.75564013,DROUGHT,3/4/2011,Nyeri South,,,,,,,2000,,,,
NYERI,-0.451121702,36.75564013,EPIDEMIC,8/14/2009,,,,,,,,1,,,,
NYERI,-0.451121702,36.75564013,FLOOD,5/13/2012,,,,1,,,,,,,,"Division, Location"
NYERI,-0.451121702,36.75564013,DROUGHT,1/8/2009,Nyeri South,,,,,,,,,,,
NYERI,-0.451121702,36.75564013,DROUGHT,1/8/2009,Nyeri Central,,,,,,,,,,,
NYERI,-0.445877647,37.11625732,DROUGHT,3/4/2011,Mathira East,,,,,,,25334,,,,
NYERI,-0.445877647,37.11625732,DROUGHT,3/4/2011,Mathira West,,,,,,,16011,,,,
NYERI,-0.445877647,37.11625732,LANDSLIDE,2/5/2010,Mathira,,,,7,,,,,,,
NYERI,-0.445877647,37.11625732,DROUGHT,1/8/2009,Gatundu North,,,,,,,,,,,
NYERI,-0.445877647,37.11625732,DROUGHT,1/8/2009,Gatundu,,,,,,,,,,,
NYERI,-0.445877647,37.11625732,DROUGHT,8/3/2009,Karatina,,,,,,,,,,,
TANA RIVER,-0.443968066,39.51769904,FLOOD,3/20/2013,sara location,,,3,1,,,5,,,,"Mr. Shillow, Ambia Isssack and Marrian Shillow were reported dead."
TANA RIVER,-0.443968066,39.51769904,THUNDERSTORM,8/11/2008,,,,,,,,,,,,
TANA RIVER,-0.443968066,39.51769904,DROUGHT,1/4/2010,MADOGO,,,,,,,,,,,
TANA RIVER,-0.443968066,39.51769904,DROUGHT,1/4/2010,SALA,,,,,,,,,,,
TANA RIVER,-0.443968066,39.51769904,DROUGHT,1/4/2010,Saka,,,,,,,,,,,
GARISSA,-0.431733341,40.38594356,DROUGHT,9/3/2011,Fafi,,,,,,,,,,,
GARISSA,-0.431733341,40.38594356,DROUGHT,1/8/2009,Fafi,,,,,,,,,,,
GARISSA,-0.431733341,40.38594356,DROUGHT,1/4/2010,Fafi,,,,,,,,,,,
TANA RIVER,-0.421694549,38.98876291,DROUGHT,1/8/2009,Tana River,,,,,,,80000,,,,
TANA RIVER,-0.421694549,38.98876291,DROUGHT,1/8/2009,Tana Delta,,,,,,,66587,,,,
TANA RIVER,-0.421694549,38.98876291,FLOOD,7/5/2013,"Tana Delta(Ndela, Mwina, Salama, Galili)",,,,,,,37100,,,,"Airlift, naval boat services were requested for to ferry food to the victims. Food and non-food items were donated."
TANA RIVER,-0.421694549,38.98876291,DROUGHT,1/3/2011,Tana Delta,,,,,,,15350,,,,
TANA RIVER,-0.421694549,38.98876291,DROUGHT,1/3/2011,,,,,,,,15350,,,,
TANA RIVER,-0.421694549,38.98876291,DROUGHT,1/3/2011,Tana North,,,,,,,15350,,,,
TANA RIVER,-0.421694549,38.98876291,FLOOD,3/26/2010,Tana River,,,,,,,11573,,,,
TANA RIVER,-0.421694549,38.98876291,FLOOD,3/1/2010,Tana Delta,,,,,,,7000,,,,
TANA RIVER,-0.421694549,38.98876291,FLOOD,3/1/2010,Tana North,,,,85,,,5000,,,,
TANA RIVER,-0.421694549,38.98876291,FLOOD,7/5/2013,"Tana River(Makale, Matugugu and Kinakamba locations)",,,,,,,3500,,,,"Relief food(rice, beans and cooking oil) was provided.Some of the camps Rhoka primary school, Bugugu, Hewani, Masalani,Banjua, Duaja, Goji and[...]"
TANA RIVER,-0.421694549,38.98876291,FLOOD,1/3/2012,,,,,,,,,,,,
TANA RIVER,-0.421694549,38.98876291,DROUGHT,1/4/2010,Bangale,,,,,,,,,,,
TANA RIVER,-0.421694549,38.98876291,DROUGHT,1/3/2011,Tana Delta District,,,,,,,,,,,
TANA RIVER,-0.421694549,38.98876291,DROUGHT,1/3/2011,,,,,,,,,,,,
TANA RIVER,-0.421694549,38.98876291,DROUGHT,9/4/2009,,,,,,,,,,,,
TANA RIVER,-0.421694549,38.98876291,FLOOD,3/21/2010,Nanigi,,,,,,,,,,,
NYERI,-0.416137094,36.96505115,DROUGHT,4/3/2011,,,,,,,,16321,,,,
NYERI,-0.416137094,36.96505115,DROUGHT,9/3/2011,,,,,,,,,,,,
NYANDARUA,-0.402735039,36.50844474,DROUGHT,1/3/2011,,,,,,,,5373,,,,
NYANDARUA,-0.402735039,36.50844474,DROUGHT,3/4/2011,,,,,,,,5373,,,,
NYANDARUA,-0.402735039,36.50844474,THUNDERSTORM,6/30/2011,Nauratia,1,,3,,,,,,,,
NYANDARUA,-0.402735039,36.50844474,MUDSLIDE,4/22/2013,Mwingo,1,,,,,,,,,,"A wide acrage of maize, peas and potato crops was destroyed, affecting 81 families."
NYANDARUA,-0.402735039,36.50844474,FOREST FIRE,3/22/2009,Geta,,,,,,,,,,250,Indigenous forest burned down
NYANDARUA,-0.402735039,36.50844474,FOREST FIRE,3/22/2009,Aberdares in Wanjohi Area,,,,,,,,,,,Indigenous forest burned down
NYANDARUA,-0.402735039,36.50844474,DROUGHT,1/3/2011,,,,,,,,,,,,
NYANDARUA,-0.402735039,36.50844474,DROUGHT,1/8/2009,,,,,,,,,,,,
HOMA BAY,-0.387554402,34.79432787,FLOOD,5/5/2010,Rachuonyo North,,,,4,,,2234,,2234,,Sondu Miriu River burst its banks
HOMA BAY,-0.387554402,34.79432787,FLOOD,4/24/2006,Kobuya East,,,,,,,131,,,,
HOMA BAY,-0.387554402,34.79432787,EPIDEMIC,1/1/2009,Rachuonyo,5,,,,,,35,,,,Incidences of cholera were reported as from January to June 2009
HOMA BAY,-0.387554402,34.79432787,FLOOD,4/24/2006,Kobala,,,,,,,16,,,120,
HOMA BAY,-0.387554402,34.79432787,FLOOD,4/25/2010,,,,,6,,,,,,,
HOMA BAY,-0.387554402,34.79432787,FLOOD,12/27/2009,Rachuonyo,,,,,,,,,,,Infrastructure was destroyed
HOMA BAY,-0.387554402,34.79432787,DROUGHT,4/26/2009,Kogweno Oriang - Kabollo Village,,,,,,,,,,,
HOMA BAY,-0.387554402,34.79432787,DROUGHT,4/26/2009,Sabolo Village,,,,,,,,,,,
HOMA BAY,-0.387554402,34.79432787,DROUGHT,4/26/2009,Obisa - Wire village,,,,,,,,,,,
HOMA BAY,-0.387554402,34.79432787,FLOOD,5/24/2012,,,,,,,,,,,,
NAKURU,-0.376065919,35.9374692,DROUGHT,1/8/2009,Industrial area village,,,,,,,,,,,
NAKURU,-0.371345488,36.08357507,FLOOD,5/13/2013,Nakuru,,,,,,,75,,,,"Infrastructure was destroyed; Menengai hills road, Karunga-Mailisaba road, Nakuru-Nyahururu, Engashura interior Roads and 4 bridges. Ball gun[...]"
NAKURU,-0.371345488,36.08357507,EPIDEMIC,1/1/2009,Nakuru,1,,,,,,5,,,,Incidences of cholera were reported as from January to June 2009
NAKURU,-0.371345488,36.08357507,FLOOD,2/3/2010,Rhoda area,3,,,,,,,,,,
NAKURU,-0.371345488,36.08357507,FLOOD,2/17/2011,Free area,1,,,,,,,,,,
NAKURU,-0.371345488,36.08357507,DROUGHT,1/3/2011,,,,,,,,,,,,
NAKURU,-0.355955598,35.53348277,DROUGHT,1/3/2011,,,,,,,,,,,,
KERICHO,-0.301972577,35.30339673,EPIDEMIC,1/1/2009,Kericho,3,,,,,,5,,,,Incidences of cholera were reported as from January to June 2009
KERICHO,-0.301972577,35.30339673,FLOOD,5/14/2002,,1,,,,,,,,,,
KISUMU,-0.285337496,34.94779754,FLOOD,5/15/2010,Nyakach,,,,,,,20000,,,,
KISUMU,-0.285337496,34.94779754,FLOOD,2/5/2010,Nyakwero and Nyawalo,,,,215,,,1290,,,,
KISUMU,-0.285337496,34.94779754,FLOOD,4/13/2013,Nyakach,,,,,,,1000,1000,,,"3 primary schools submerged, some of the affected people were integrated in the community. Relief in form of beans, maize and firewood was offered"
KISUMU,-0.285337496,34.94779754,FLOOD,11/5/2010,,,,,100,,,,,,,
NYANDARUA,-0.280334227,36.33367296,FOREST FIRE,2/23/2005,Ndundori,,,,,,,,,,,
KITUI,-0.241752487,38.34781838,DROUGHT,1/8/2009,Tseikuru,,,,,,,,,,,
KITUI,-0.241752487,38.34781838,DROUGHT,9/3/2011,,,,,,,,,,,,
NYERI,-0.240643877,36.81151691,DROUGHT,8/3/2010,,,,,,,,57400,,,,
NYERI,-0.240643877,36.81151691,DROUGHT,1/3/2011,,,,,,,,20760,,,,
NYERI,-0.240643877,36.81151691,DROUGHT,4/3/2011,,,,,,,,20760,,,,
NYERI,-0.240643877,36.81151691,DROUGHT,9/3/2011,Mweiga,,,,,,,,,,,
NYERI,-0.240643877,36.81151691,DROUGHT,9/10/2009,Nairutia,,,,,,,,,,,
NYERI,-0.240643877,36.81151691,DROUGHT,9/10/2009,Mugunda,,,,,,,,,,,
NYERI,-0.240643877,36.81151691,DROUGHT,9/10/2009,Ndungari,,,,,,,,,,,
NYERI,-0.240643877,36.81151691,DROUGHT,9/10/2009,Gataragwa,,,,,,,,,,,
NYERI,-0.240643877,36.81151691,DROUGHT,9/10/2009,Solio Ranch Settlement Scheme,,,,,,,,,,,
NAKURU,-0.221156718,35.7586183,THUNDERSTORM,9/19/2011,Kiptagich area,3,,,1,,,3,,,,3 Juveniles thrown out of the grass thatched house
NAKURU,-0.221156718,35.7586183,FOREST FIRE,3/21/2009,Nessuit,,,,,,,,,,200,Indigenous forest burned down
NAKURU,-0.221156718,35.7586183,FOREST FIRE,3/21/2009,Logoman,,,,,,,,,,250,Indigenous forest burned down
NAKURU,-0.221156718,35.7586183,FOREST FIRE,3/21/2009,Likia,,,,,,,,,,150,Indigenous forest burned down
NAKURU,-0.221156718,35.7586183,FOREST FIRE,3/25/2009,Sururu Forest,,,,,,,,,,5000,Indigenous forest was on fire
NAKURU,-0.221156718,35.7586183,FLOOD,4/1/2010,Chepalungu,,,,,,,,,,,Bomet - Koposwaro road destroyed
NAKURU,-0.221156718,35.7586183,FOREST FIRE,2/23/2005,Molo,,,,,,,,,,,
NAKURU,-0.221156718,35.7586183,FOREST FIRE,2/23/2005,Sururu,,,,,,,,,,,
NAKURU,-0.221156718,35.7586183,DROUGHT,1/3/2011,,,,,,,,,,,,
NAKURU,-0.221156718,35.7586183,DROUGHT,1/8/2009,Kasarani Village,,,,,,,,,,,
KISUMU,-0.210201263,35.00051038,FLOOD,12/27/2009,Nyando,,,,47,,,1674,,,,One school was destroyed
KISUMU,-0.210201263,35.00051038,EPIDEMIC,1/1/2009,Nyando,1,,,,,,3,,,,Incidences of cholera were reported as from January to June 2009
KISUMU,-0.210201263,35.00051038,FLOOD,5/14/2002,,3,4,,,,,,,,,
KISUMU,-0.210201263,35.00051038,FLOOD,6/12/2011,wawidhi,,,,,,,,,,200,"maize, legumes, cotton, rice affected "
KISUMU,-0.210201263,35.00051038,FLOOD,1/14/2010,,,,,,,,,,,,14 homesteads displaced
KISUMU,-0.206721178,34.84236144,FLOOD,1/14/2010,upper and lower Nyakach,,,,,,,300,,,,
KISUMU,-0.206721178,34.84236144,FLOOD,1/3/2012,,,,,,,,,,,,
KISUMU,-0.206721178,34.84236144,FLOOD,1/3/2012,,,,,,,,,,,,
KISUMU,-0.206721178,34.84236144,EPIDEMIC,1/1/2007,,,,,,,,,,,,
KISUMU,-0.206721178,34.84236144,EPIDEMIC,1/10/1997,,,,,,,,,,,,
KISUMU,-0.206721178,34.84236144,EPIDEMIC,3/31/2008,,,,,,,,,,,,
NYERI,-0.191521298,37.06749258,DROUGHT,1/3/2011,,,,,,,,45000,,,,
NYERI,-0.191521298,37.06749258,DROUGHT,4/3/2011,,,,,,,,45000,,,,
NYERI,-0.191521298,37.06749258,DROUGHT,1/8/2009,,,,,,,,,,,,
KERICHO,-0.187967292,35.43146008,LANDSLIDE,12/31/2003,Kokwet,4,,,,,,,,,,
NAKURU,-0.143202665,36.1296262,FLOOD,5/19/2012,Nakuru town,2,,,289,,,1455,,,,
NAKURU,-0.143202665,36.1296262,EPIDEMIC,9/4/2008,,2,16,,,,,,,,,
NAKURU,-0.143202665,36.1296262,FLOOD,5/14/2002,,1,,,,,,,,,,
NAKURU,-0.143202665,36.1296262,FOREST FIRE,2/23/2005,Bahati,,,,,,,,,,,
NAKURU,-0.143202665,36.1296262,DROUGHT,4/26/2009,Langas village,,,,,,,,,,,
NAKURU,-0.143202665,36.1296262,DROUGHT,4/26/2009,Nyama Miti Village,,,,,,,,,,,
NAKURU,-0.143202665,36.1296262,DROUGHT,1/3/2011,Nakuru North,,,,,,,,,,,
NAKURU,-0.143202665,36.1296262,FOREST FIRE,2/21/2005,Eburu,,,,,,,,,,,
NAKURU,-0.143202665,36.1296262,FOREST FIRE,2/21/2009,Burget Forest,,,,,,,,,,,
NAKURU,-0.143202665,36.1296262,DROUGHT,1/8/2009,Nakuru North,,,,,,,,,,,
NAKURU,-0.143202665,36.1296262,FLOOD,1/3/2012,,,,,,,,,,,,
NAKURU,-0.143202665,36.1296262,FLOOD,5/17/2012,the Rd between Suswa-Mahi mahiu,,,,,,,,,,,
KERICHO,-0.139718366,35.53899661,FLOOD,10/5/2013,londiani(Sorget and Tendeno divisions),1,,,,,,1020,,,,"A two year child drowned, roads destroyed and people displaced in Set-Kobor and Ewat villages."
KERICHO,-0.139718366,35.53899661,FOREST FIRE,3/24/2009,Sorget Forest Compartment 9A,,,,,,,,,,10,
KERICHO,-0.139718366,35.53899661,FOREST FIRE,3/25/2009,Masaita Forest,,,,,,,,,,,Indigenous trees were burned down
KERICHO,-0.139718366,35.53899661,FOREST FIRE,2/23/2005,Londiani,,,,,,,,,,,
SIAYA,-0.134600597,34.36180015,FLOOD,1/14/2010,Central Uyoma,3,,,,,,,,,,chilren drowned in a dam
SIAYA,-0.134600597,34.36180015,DROUGHT,1/3/2011,,,,,,,,,,,,
THARAKA - NITHI,-0.128040147,37.9341704,EPIDEMIC,6/3/2010,Tharaka,2,,,,,,6,,,,
THARAKA - NITHI,-0.128040147,37.9341704,DROUGHT,1/8/2009,Tharaka,,,,,,,,,,,
KISUMU,-0.124999027,35.17499564,DROUGHT,4/26/2009,Ochoria - Kipsamwe Village,,,,,,,,,,,
KISUMU,-0.124999027,35.17499564,DROUGHT,4/26/2009,"Chemelili, Miwani East, Kibigori Village",,,,,,,,,,,
MERU,-0.119893902,37.67441269,DROUGHT,1/8/2009,Meru South,,,,,,,82000,,,,
MERU,-0.119893902,37.67441269,FLOOD,5/14/2002,,10,3,,,,,,,,,
MERU,-0.119893902,37.67441269,FLOOD,5/14/2002,Tharaka,2,,,,,,,,,,
MERU,-0.119893902,37.67441269,FLOOD,5/14/2002,Meru North,1,,,,,,,,,,
MERU,-0.119893902,37.67441269,FLOOD,1/1/2010,Karangi Primary,,,,,,,,,,,
MERU,-0.119893902,37.67441269,FLOOD,1/1/2010,Ndagani market,,,,,,,,,,,
MERU,-0.119893902,37.67441269,FOREST FIRE,3/22/2009,Meru South - Chogoria/ Chuka,,,,,,,,,,30000,"Indigenous forest consisting of bamboo, moorland and other species burned down"
MERU,-0.119893902,37.67441269,DROUGHT,1/8/2009,Marra - Meru South,,,,,,,,,,,
THARAKA - NITHI,-0.105893792,38.1032879,DROUGHT,1/3/2011,,,,,,,,36539,,,,
KISUMU,-0.094690421,34.64642546,FLOOD,7/9/2003,,,,,,,,200,,,,200 households affected
KISUMU,-0.094690421,34.64642546,EPIDEMIC,1/1/2009,Kisumu East,4,,,,,,155,,,,Incidences of cholera were reported as from January to June 2009
KISUMU,-0.094690421,34.64642546,FLOOD,12/27/2009,Kisumu,,,,12,,,60,,,26,26 Ha of maize and rice were destroyed
KISUMU,-0.094690421,34.64642546,EPIDEMIC,1/1/2009,Kisumu West,1,,,,,,6,,,,Incidences of cholera were reported as from January to June 2009
KISUMU,-0.094690421,34.64642546,FLOOD,1/14/2010,,,,,3,,,,100,,20,
KISUMU,-0.094690421,34.64642546,DROUGHT,1/3/2011,Kisumu west,,,,,,,,,,,
KISUMU,-0.094690421,34.64642546,DROUGHT,1/3/2011,Kisumu East,,,,,,,,,,,
KISUMU,-0.094690421,34.64642546,FOREST FIRE,3/15/1997,Kisumu Forest Station,,,,,,,,,,,
KISUMU,-0.093357075,34.97228845,FLOOD,10/21/2009,"Kigoche, Sande Magare",,,,,,,,,,,216 families were affected
MERU,-0.093168687,37.7076565,FLOOD,6/25/2012,Nkubu-Mitunguu Rd,1,,,,,,,,,,
NAKURU,-0.089828728,35.9361557,FLOOD,10/1/2010,Athinai,4,,,,,,150,,,100,
NAKURU,-0.089828728,35.9361557,FLOOD,4/1/2010,Athinai road,4,,,,,,150,,,100,
NAKURU,-0.089828728,35.9361557,DROUGHT,1/8/2009,,,,,,,,,,,,
NYANDARUA,-0.075113949,36.34620107,DROUGHT,1/8/2009,Weru,,,,,,,10000,,,,
NYANDARUA,-0.075113949,36.34620107,DROUGHT,8/3/2009,Gatimu,,,,,,,4000,,,,
NYANDARUA,-0.055313577,36.53651961,DROUGHT,8/3/2010,Kahutha,,,,,,,10000,,,,
NYANDARUA,-0.055313577,36.53651961,DROUGHT,8/3/2009,,,,,,,,3000,,,,
BARINGO,-0.053838579,35.80656418,FOREST FIRE,3/21/2009,Esageri,,,,,,,,,,1000,Indigenous forest burned down
SIAYA,-0.046718258,34.10482425,FLOOD,1/14/2010,,,,,,,,,,,12,
NANDI,-0.045712226,35.3083727,EPIDEMIC,1/1/2009,Tinderet,1,,,,,,2,,,,Incidences of cholera were reported as from January to June 2009
NANDI,-0.045712226,35.3083727,MUDSLIDE,1/5/2009,Tinderet,,,,,,,,,,,
MERU,-0.025283946,37.682027,LANDSLIDE,11/11/2010,"Nkubu, Ngirine village",1,,,1,,,,,,,
MERU,-0.025283946,37.682027,FLOOD,1/1/2010,Juakali plot,,,,,,,,,,,
MERU,-0.016829363,37.44090312,FOREST FIRE,3/23/2009,Mbeo area of lower Imenti forest station,,,,,,,,,,20,Indigenous forest burned down
MERU,-0.016829363,37.44090312,FOREST FIRE,2/26/2003,Mt. Kenya Forest,,,,,,,,,,1200,
BARINGO,-0.016759816,35.7223953,THUNDERSTORM,6/29/2011,Chalaik Village,1,,,,,,,,,,
BARINGO,-0.016759816,35.7223953,FOREST FIRE,3/21/2009,Maji Mazuri,,,,,,,,,,1000,Indigenous forest burned down
BARINGO,-0.016759816,35.7223953,FOREST FIRE,3/25/2009,Chemorgok Forest,,,,,,,,,,,Indigenous forest burned down
BARINGO,-0.016759816,35.7223953,FOREST FIRE,3/21/2009,Kiptuget,,,,,,,,,,,Indigenous forest burned down
BARINGO,-0.016759816,35.7223953,FOREST FIRE,2/23/2005,Koibatek,,,,,,,,,,,
BARINGO,-0.016759816,35.7223953,DROUGHT,1/8/2009,Koibatek,,,,,,,,,,,
BARINGO,0.041065386,35.57997756,WINDSTORM,3/13/2013,Timboroa,,,,6,,,36,,,,"Roofs of 6 houses and a class were blown off,a transformer and a cattle were struck by lightning."
NANDI,0.045291237,34.92167421,EPIDEMIC,1/1/2009,Nandi South,3,,,,,,35,,,,Incidences of cholera were reported as from January to June 2009
NANDI,0.045291237,34.92167421,FLOOD,4/1/2010,Nandi South,,,,,,,,,,,"2 brigdes along Kibesim-Kapkwong road 2 roads Kibigori, Chemase, Chepswerta, Lamaiya roads"
VIHIGA,0.066491717,34.64251154,DROUGHT,1/3/2011,,,,,,,,,,,,
VIHIGA,0.066491717,34.64251154,DROUGHT,3/2/2012,,,,,,,,,,,,
VIHIGA,0.066491717,34.64251154,EPIDEMIC,3/31/2008,,,,,,,,,,,,Numbers to be confirmed
BUSIA,0.073267084,34.00334232,FLOOD,11/13/2008,"Lugari, Mukobola, Siginga, mundere",,,,3,,,40679,2295,,,"3 schools submerged, ground water submerged, and surface sources contaminated"
BUSIA,0.073267084,34.00334232,FLOOD,8/20/2007,Bunyala Central,,,,,,,6800,,,,
BUSIA,0.073267084,34.00334232,FLOOD,8/20/2007,Khajula,,,,,,,5800,,,,
BUSIA,0.073267084,34.00334232,FLOOD,8/20/2007,Bunyala South,,,,,,,5400,,,,
BUSIA,0.073267084,34.00334232,FLOOD,11/15/2008,Bunyala West,,,,,,,5000,,,70,
BUSIA,0.073267084,34.00334232,FLOOD,11/15/2008,Bunyala North,,,,,,,4000,,,500,
BUSIA,0.073267084,34.00334232,FLOOD,5/15/2013,Bunyala South,,,,,,,4000,800,,,"The 800 displaced families camped at Bunyala Technical Institute and Makunda Secondary School. SFarms were submerged , crop and harvest destroyed.[...]"
BUSIA,0.073267084,34.00334232,FLOOD,1/11/2008,Khajula,,,,,,,3500,,,1200,
BUSIA,0.073267084,34.00334232,FLOOD,8/21/2007,Osieko,,,,,,,2710,,,,
BUSIA,0.073267084,34.00334232,FLOOD,8/21/2007,Rukala - Budalangi North,,,,,,,1344,,,,
BUSIA,0.073267084,34.00334232,FLOOD,8/21/2007,Bubamba,,,,,,,384,,,,
BUSIA,0.073267084,34.00334232,FLOOD,8/21/2007,Iyanga,,,,,,,380,,,,
BUSIA,0.073267084,34.00334232,FLOOD,8/21/2007,Buhuma,,,,,,,280,,,,
BUSIA,0.073267084,34.00334232,FLOOD,5/14/2002,,2,,,,,,,,,,
BUSIA,0.073267084,34.00334232,DROUGHT,1/3/2011,Bunyala District,,,,,,,,,,,
BUSIA,0.073267084,34.00334232,FLOOD,8/21/2007,Rugunga,,,,,,,,,,,
BUSIA,0.073267084,34.00334232,FLOOD,11/12/2003,,,,,,,,,,,,
BUSIA,0.073267084,34.00334232,FLOOD,1/5/2009,Budalangi,,,,,,,,,,,1000 families were affected
BUSIA,0.073267084,34.00334232,FLOOD,1/3/2012,,,,,,,,,,,,
SIAYA,0.080190579,34.25532076,FLOOD,7/9/2003,,,,,,,,21000,,,,
SIAYA,0.080190579,34.25532076,FLOOD,12/27/2009,Siaya,5,,,101,,,500,,,,3 Class rooms were destroyed and 15 homes evacuated
SIAYA,0.080190579,34.25532076,FLOOD,12/25/2009,,5,,,101,,,500,,15,,
SIAYA,0.080190579,34.25532076,FLOOD,7/9/2003,,,,,27,,,365,,,500,365 families affected
SIAYA,0.080190579,34.25532076,FLOOD,12/27/2010,,5,,,3,,,101,,,,
SIAYA,0.080190579,34.25532076,EPIDEMIC,1/1/2009,Siaya,3,,,,,,78,,,,Incidences of cholera were reported as from January to June 2009
GARISSA,0.083288677,39.93719775,DROUGHT,9/3/2011,,,,,,,,,,,,
GARISSA,0.083288677,39.93719775,DROUGHT,4/26/2009,Hagadera Village,,,,,,,,,,,
GARISSA,0.083288677,39.93719775,DROUGHT,9/28/2009,Alango Arba,,,,,,,,,,,
SIAYA,0.087522857,34.13377037,FLOOD,1/5/2009,Usonga,,,,,,,400,,,,
SIAYA,0.087522857,34.13377037,FLOOD,4/24/2006,Usonga,,,,,,,8,,,300,Sondu Miriu River's banks were overflown
NAKURU,0.091596641,36.19157549,THUNDERSTORM,11/6/2011,Gitwamba village within Mihango sublocation,1,,,,,,,,,,
MERU,0.098721236,37.56272592,DROUGHT,9/10/2009,Ntugi,,,,,,,,,,,
MERU,0.103241366,37.91886954,DROUGHT,1/3/2011,,,,,,,,117935,,,,
MERU,0.103241366,37.91886954,DROUGHT,1/8/2009,Tigania East,,,,,,,,,,,
BARINGO,0.11061631,35.99781576,FLOOD,2/1/2010,,1,,,100,,,1168,,,,
BARINGO,0.11061631,35.99781576,FLOOD,2/1/2009,Moi Ndambi area,,,,,,,1168,,,,
BARINGO,0.11061631,35.99781576,FLOOD,10/1/2010,"Rosoga, Emining, Kiplombe hills",,,,,,,426,,,,"Bridges were destroyed, floods drained into 5 cattle dips therby diluting the dip wash"
BARINGO,0.11061631,35.99781576,FLOOD,4/1/2010,,1,,,,,,100,,,,
BARINGO,0.11061631,35.99781576,FLOOD,10/4/2013,Rosoga village,1,,,,,,,,,,"The victim was swept away by water, body retrieved and taken to Eldama Ravine district hospital Mortuary"
BARINGO,0.11061631,35.99781576,FLOOD,4/1/2010,Waseges bridge,,,,,,,,,,,
BARINGO,0.11061631,35.99781576,FLOOD,4/1/2010,Rosoga bridge,,,,,,,,,,,
BARINGO,0.11061631,35.99781576,FLOOD,4/1/2010,Kabogor bridge,,,,,,,,,,,
BARINGO,0.11061631,35.99781576,FLOOD,4/1/2010,Molok bridge,,,,,,,,,,,
BARINGO,0.11061631,35.99781576,FLOOD,4/1/2010,Kipchobet bridge,,,,,,,,,,,
BARINGO,0.11061631,35.99781576,FLOOD,4/1/2010,,,,,,,,,,,,
BARINGO,0.11061631,35.99781576,DROUGHT,1/3/2011,,,,,,,,,,,,
BARINGO,0.11061631,35.99781576,DROUGHT,1/8/2009,,,,,,,,,,,,
GARISSA,0.119329214,39.15781573,DROUGHT,9/3/2011,,,,,,,,,,,,
GARISSA,0.119329214,39.15781573,FLOOD,7/11/2008,Dujis,,,,,,,,,,,
GARISSA,0.119329214,39.15781573,DROUGHT,1/4/2010,Dujis,,,,,,,,,,,
GARISSA,0.119329214,39.15781573,DROUGHT,1/8/2009,Lagdera,,,,,,,,,,,
GARISSA,0.119329214,39.15781573,FLOOD,7/11/2008,"Lagdera, Bura, Dadaab roads",,,,,,,,,,,
GARISSA,0.119329214,39.15781573,EPIDEMIC,1/1/2007,,,,,,,,,,,,
LAIKIPIA,0.121194548,36.34136253,DROUGHT,1/3/2011,Laikipia North,,,,,,,,,,,
LAIKIPIA,0.121194548,36.34136253,FLOOD,8/30/2010,Kamukunji Dam,,,,,,,,,,,Water overflowed on the embankment since the culvert used as the spillway was chocked hence ripping off the downstream end
LAIKIPIA,0.121194548,36.34136253,FLOOD,8/30/2010,Gatirima Dam,,,,,,,,,,,"Spillway channel is completely chocked and 3 culverts cannot accomodate the outflow, the dam is overflowing on the embankment which could break due[...]"
